,管轄署,種別,日時,場所,状況,特徴,住所,address,count,color,都道府県コード,都道府県名,都道府県名カナ,都道府県名ローマ字,市区町村コード,市区町村名,市区町村名カナ,市区町村名ローマ字,大字町丁目名,大字町丁目名カナ,大字町丁目名ローマ字,小字・通称名,緯度,経度
294,松山東署管内,身体露出,令和4年3月14日(月)午前0時30分ころ,松山市東一万町の路上,男が下半身を露出したまま路上に立っていたもの。,40~50歳位、身長160~170センチ位、上下黒色ジャージ、黒色ニット帽・マスク着用,松山市東一万町の,松山市東一万町,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,東一万町,ヒガシイチマンマチ,HIGASHIICHIMAMMACHI,,33.847064,132.77711
295,今治署管内,声かけ,令和4年3月13日(日)午前3時ころ,今治市宮下町一丁目の路上,女性が自転車で帰宅中、男から片言の日本語で「お金あげるから遊ぼう。」と声を掛けられ、20分程誘いを断っていたところ、卑わいな話をされたもの。,30~40歳位、中肉、身長160センチ位、黒色フード付きジャンパー、黒色様の長ズボン、フードを深く被っている、白色マスク着用、自転車利用(ロードバイク様),今治市宮下町一丁目の,今治市宮下町一丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,宮下町一丁目,ミヤシタチョウ 1,MIYASHITACHO 1,,34.068459,132.98826
296,新居浜署管内,つきまとい,令和4年3月10日(木)午後4時ころ,新居浜市政枝町一丁目の路上,小学生女児が歩行中、2日前(3月8日午後4時ころ)に「ちょっとまって。」と声を掛けてきた男を発見したため、走って逃げたところ、同男から追いかけられたもの。,30歳位、中肉、身長175センチ位、上下黒色スウェット、黒色ニット帽・黒色マスク着用、バッグ等なし,新居浜市政枝町一丁目の,新居浜市政枝町一丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,政枝町一丁目,マサエダチョウ 1,MASAEDACHO 1,,33.947459,133.286506
297,松山西署管内,不審者,令和4年3月10日(木)午前8時15分ころ,松山市南江戸四丁目の駐車場,女性が駐車場にいたところ、車から降車して近づいてきた男から手を振られたもの。,45~55歳位、やせ型、身長170~175センチ位、白髪混じりの短髪、面長、赤色の軽四自動車利用,松山市南江戸四丁目の,松山市南江戸四丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,南江戸四丁目,ミナミエド 4,MINAMIEDO 4,,33.837758,132.741668
298,新居浜署管内,不審者,令和4年3月10日(木)午前7時50分ころ,新居浜市中萩町の路上,小学生女児が歩行中、対向から来た自転車乗車の男に凝視された上、すれ違いざまにニヤっと笑われたもの。,30~40歳位、やせ型、灰色ジャージ、自転車利用,新居浜市中萩町の,新居浜市中萩町,1,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,中萩町,ナカハギチョウ,NAKAHAGICHO,,33.928934,133.282661
299,松山南署管内,声かけ,令和4年3月9日(水)午後9時10分ころ,松山市朝生田町五丁目の路上,女性2名が歩行中、後方を歩く男が女性らの前に回り込み、「僕のことを笑っているんですか?」と声を掛けてきたもの。その後、女性らが付近の建物内に逃げ込むと、同男も建物出入口付近まで追いかけてきた。,60~70歳位、やせ型、身長165センチ位、白髪薄毛、水色ジャンパー、黒色スラックス、眼鏡あり,松山市朝生田町五丁目の,松山市朝生田町五丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,朝生田町五丁目,アソダマチ 5,ASODAMACHI 5,,33.820663,132.771511
300,松山西署管内,不審者,令和4年3月9日(水)午後5時40分ころ,松山市西長戸町の路上,小学生女児2名が公園で遊んでいたところ、付近の路上にいた男から凝視されたもの。同男は30分後も同じ場所にいた。,中学生位、中肉中背、黒色短髪、上下学生服、白色マスク着用、眼鏡なし、黒色リュックサック所持,松山市西長戸町の,松山市西長戸町,1,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,西長戸町,ニシナガトチョウ,NISHINAGATOCHO,,33.867813,132.741949
301,松山東署管内,声かけ,令和4年3月9日(水)午後2時50分ころ,松山市立花一丁目の路上,小学生男女児数名が歩行中、うち3名が信号待ちをしていたところ、男から「何丁目に住んどるん?」と声を掛けられたもの。,50~60歳位、中肉、身長160~170センチ位、白色短髪、灰色上着、灰色長ズボン、マスク・眼鏡なし、煙草を吸っていた,松山市立花一丁目の,松山市立花一丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,立花一丁目,タチバナ 1,TACHIBANA 1,,33.831443,132.771511
302,四国中央署管内,声かけ,令和4年3月9日(水)午前8時15分ころ,四国中央市中之庄町の路上,女性が建物敷地内を徒歩で移動中、フェンス越しに男から道を尋ねられた上、「電話番号教えてください。」などと言われたもの。,25~35歳位、やせ型、身長175センチ位、黒色短髪、ワイシャツ、紺色ニット、黒色様スラックス、縁が細い眼鏡着用、スマートフォン所持,四国中央市中之庄町の,四国中央市中之庄町,2,green,38.0,愛媛県,エヒメケン,EHIME KEN,38213.0,四国中央市,シコクチュウオウシ,SHIKOKUCHUO SHI,中之庄町,ナカノショウチョウ,NAKANOSHOCHO,,33.963258,133.536488
303,松山東署管内,写真撮影,令和4年3月3日(木)午後4時40分ころ,松山市千舟町八丁目の路上,女性が歩行中、すれ違った徒歩の男がUターンして女性の前に立ち、怒りながら自撮り棒に装着したデジタルカメラを向けてきたもの。,40~50歳位、小肥、短髪、身長170センチ位、上下紺色スウェット様、紺色様ウエストポーチ着用、黒色様デジタルカメラ所持,松山市千舟町八丁目の,松山市千舟町八丁目,0,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,千舟町八丁目,チフネマチ 8,CHIFUNEMACHI 8,,33.836595,132.753577
304,新居浜署管内,声かけ,令和4年3月3日(木)午後4時50分ころ,新居浜市本郷二丁目の路上,小学生女児が歩行中、男から「お名前は?おうちどこ?」と声を掛けられたもの。,60~65歳位、身長160センチ位、中肉、白髪混じりの短髪、茶色上着、黒色長ズボン,新居浜市本郷二丁目の,新居浜市本郷二丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,本郷二丁目,ホンゴウ 2,HONGO 2,,33.935849,133.28107
305,新居浜署管内,不審者,令和4年3月3日(木)午後3時ころ,新居浜市滝の宮町の路上,女子中学生が友人と自転車で移動中、駐輪場にいた男から自転車の陰に隠れるようにしながら凝視された後、近づかれたもの。,30~50歳位、身長170センチ位、やせ型、黒色短髪、白色と灰色の長袖、青色ジーンズ、自転車使用,新居浜市滝の宮町の,新居浜市滝の宮町,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38205.0,新居浜市,ニイハマシ,NIIHAMA SHI,滝の宮町,タキノミヤチョウ,TAKINOMIYACHO,,33.945056,133.281811
306,西条署管内,不審者,令和4年2月28日(月)午後5時30分ころ,西条市下島山甲の公園内,小学生女児が祖父と友人の3名で公園で遊んでいたところ、移動中にすれ違った男が現れ、凝視されたもの。男は祖父が近づくと逃げる素振りを何度か繰り返していた。,20歳位、やせ型、身長170センチ位、キノコヘアの黒髪、上下黒色の服、マスク着用、眼鏡・帽子なし,西条市下島山甲の,西条市下島山,2,purple,,,,,,,,,,,,,,
307,松山東署管内,不審者,令和4年2月28日(月)午前0時ころ,松山市土居田町の一般住宅,女性が在宅中、何者かにインターホンを鳴らされたもの。2月24日にも同様の被害に遭っている。,不審者像不明,松山市土居田町の,松山市土居田町,1,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,土居田町,ドイダマチ,DOIDAMACHI,,33.823276,132.746488
308,西条西署管内,つきまとい,令和4年2月27日(日)午後3時30分ころ,西条市福成寺の路上,女性が家族5名で遊んでいたところ、男が民家の様子を窺うように徘徊していたもの。男は、女性家族に小走りで近づいた後、自転車に乗って立ち去った。,30~50歳位、スポーツ刈りが伸びたボサボサ頭の金髪又は茶髪(根元が黒色)、黒色ジャンパー、白色様ズボン、銀色の自転車利用、眼鏡なし,西条市福成寺の,西条市福成寺,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,福成寺,フクジョウジ,FUKUJOJI,,33.954311,133.032614
309,宇和島署管内,声かけ,令和4年2月26日(土)午後2時30分ころ,宇和島市祝森甲の屋外施設,小学生男児が屋外施設で遊んでいたところ、車に乗った男から「おいで、お菓子あげる。」と声を掛けられたもの。小学生男児が断ると、男は無言で立ち去った。,50歳位、黒色短髪、薄ピンク色のマスク着用、軽四自動車(赤と白のツートンカラー)使用,宇和島市祝森甲の,宇和島市祝森,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,祝森,イワイノモリ,IWAINOMORI,,33.168551,132.561613
310,宇和島署管内,声かけ,令和4年2月26日(土)午後2時30分ころ,宇和島市祝森甲の屋外施設,小学生男児が屋外施設で遊んでいたところ、車に乗った男から「おいで、お菓子あげる。」と声を掛けられたもの。小学生男児が断ると、男は無言で立ち去った。,50歳位、黒色短髪、薄ピンク色のマスク着用、軽四自動車(赤と白のツートンカラー)使用,宇和島市祝森甲の,宇和島市祝森,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,祝森,イワイノモリ,IWAINOMORI,長田,33.182121,132.549481
311,松山東署管内,つきまとい,令和4年2月21日(月)午後4時ころ,松山市桑原四丁目の路上,女性が子供と歩いていたところ、女性の勤務する店舗を頻繁に訪れる男が前方から徒歩で近づいてきて、すれ違いざまに「お嬢ちゃん。」と声を掛けてきたもの。別日には、声掛けなどはなかったが、付近に佇む男を目撃している。,50歳位、やせ型、身長160センチ位、黒色作業着様、白色ウインドブレーカー、色黒、黒色ニット帽・眼鏡・マスク着用,松山市桑原四丁目の,松山市桑原四丁目,1,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,桑原四丁目,クワバラ 4,KUWABARA 4,,33.832031,132.794275
312,伊予署管内,つきまとい,令和4年2月21日(月)午前11時35分ころ,伊予郡松前町大字神崎から同町大字出作までの路上,女子高校生が自転車で走行中、車両乗車の男から後をつけられたもの。,若めの男、ラフな服装、色白、面長、若者風、眼鏡着用、黒色軽四自動車使用,伊予郡松前町大字神崎から同町大字出作までの,伊予郡松前町大字神崎から同町大字出作まで,0,blue,,,,,,,,,,,,,,
313,松山東署管内,写真撮影,令和4年2月21日(月)午前8時ころ,松山市桑原三丁目の建物敷地内,小学生男児が建物敷地内にいたところ、男からフェンス越しに声を掛けられ、「写真を撮りたいんだけど、こっち向いて。」と言われ、背を向けたところ、スマートフォン(黒色様)で写真を撮られたもの。,50~60歳位、身長170センチ位、中肉、上下黒色様ウインドブレーカー、ニット帽・黒色又は灰色手袋着用,松山市桑原三丁目の建物敷地内,松山市桑原三丁目の建物敷地内,0,lightred,,,,,,,,,,,,,,
314,松山東署管内,不審者,令和4年2月18日(金)午後5時50分ころ,松山市大手町一丁目の路上,小学生女児が歩行中、男から後をつけられ、無言で手首を掴まれたもの。,40~50歳位、身長160~170センチ位、黒色短髪、白色ダウンジャケット、黒色様長ズボン、マスク着用、帽子なし,松山市大手町一丁目の,松山市大手町一丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,大手町一丁目,オオテマチ 1,OTEMACHI 1,,33.839926,132.757116
315,宇和島署管内,つきまとい,令和4年2月18日(金)午後4時10分ころ,宇和島市別当五丁目から同市別当三丁目までの路上,男子中学生が友人2名と路上にいたところ、付近に停車していた車両乗車の男から凝視されていると感じ、その後、一人で移動する際にも、同車両が低速でついてきたもの。,60歳位、やせ型、黒色短髪、黒色軽四自動車(バモス又はアクティ)使用,宇和島市別当五丁目から同市別当三丁目までの,宇和島市別当五丁目から同市別当三丁目まで,0,blue,,,,,,,,,,,,,,
316,松山東署管内,声かけ,令和4年2月17日(木)午後4時30分ころ,松山市生石町の歩道上,小学生男児が歩行中、自転車乗車の男から意味不明な内容を言われたもの。,60歳位、やせ型、身長180センチ位、上下黒色の服、自転車利用、ニット帽着用、無精髭あり、マスクなし、外国人風、エナメルバッグ所持,松山市生石町の歩道上,松山市生石町の歩道上,0,green,,,,,,,,,,,,,,
317,松山西署管内,写真撮影,令和4年2月17日(木)午後3時ころ,松山市南吉田町の路上,小学生男児が歩行中、後方から来た車両乗車の男からすれ違いざまに、ライトが点灯している携帯電話機を向けられたもの。,50~60歳位、黒色短髪、黒色様の服、黒色の軽四自動車利用、帽子・眼鏡なし、白色マスク着用,松山市南吉田町の,松山市南吉田町,1,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,南吉田町,ミナミヨシダマチ,MINAMIYOSHIDAMACHI,,33.827937,132.703969
318,西条西署管内,暴行,令和4年2月17日(木)午前8時10分ころ,西条市周布の路上,女子高校生が友人と自転車で走行中、ベンチに座りパソコンを操作する男の前を通り過ぎようとした際、組んでいた足を伸ばされ自転車を蹴られたもの。,55~60歳位、中肉、身長160センチ位、白髪混じりの短髪、上下黒色スーツ、眼鏡着用、ビジネスバッグ所持,西条市周布の,西条市周布,0,red,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,周布,シュウ,SHU,,33.915576,133.079875
319,西条西署管内,身体接触,令和4年2月17日(木)午前7時50分ころ,西条市安用出作の路上,女子高校生が自転車で走行中、前方を走行していた男を追い抜く際、同男から肩を触られたもの。,中肉中背、黒色フード付きジャンパー、黒色スウェットズボン、自転車利用(銀色、両ハンドル上にミラー有),西条市安用出作の,西条市安用出作,0,身体接触,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,安用出作,ヤスモチデサク,YASUMOCHIDESAKU,,33.928821,133.062252
320,八幡浜署管内,つきまとい,令和4年2月16日(水)午後7時ころ,八幡浜市松柏丙から同市矢野町までの路上,男子高校生が歩行中、男から「おい。おい。」と声を掛けられ、つきまとわれたもの。,身長155センチ位、上下黒色ウインドブレーカー様、茶色の野球帽(深く被っていた)・白色マスク着用,八幡浜市松柏丙から同市矢野町までの,八幡浜市松柏丙から同市矢野町まで,0,blue,,,,,,,,,,,,,,
321,松山南署管内,不審者,令和4年2月16日(水)午後4時ころ,松山市西石井二丁目の路上,女子中学生3名が歩行中、対向から来た自転車乗車の男がすれ違いざまにマスクを外し、唾を吐きかけてきたもの。女子中学生らに唾はかからなかった。,20~40歳位、やせ型、黒色短髪、茶色のダウンコート、ジーパン、自転車利用(銀色、前カゴなし)、黒色マスク着用、ショルダーバッグ(色不明)所持、眼鏡なし,松山市西石井二丁目の,松山市西石井二丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,西石井二丁目,ニシイシイ 2,NISHIISHII 2,,33.81763,132.771462
322,松山南署管内,不審者,令和4年2月15日(火)午後4時30分ころ,松山市居相一丁目の路上,女子中学生が歩行中、対向から近づいてきた自転車乗車の男とすれ違った際、「ペッ。」と唾を吐くような音が聞こえ、同男を見ると睨みつけられたもの。その後、移動先にて再度同男が現れ、女子中学生の前方に向け唾を吐いた。,30~40歳位、黒色短髪、黒色長袖の服、自転車利用(前カゴあり)、白色マスク着用、眼鏡なし,松山市居相一丁目の,松山市居相一丁目,0,purple,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,居相一丁目,イアイ 1,IAI 1,,33.810574,132.774073
323,松山東署管内,写真撮影,令和4年2月15日(火)午後4時15分ころ,松山市内走行中の電車内,女性が電車で移動中、対面の座席に座ってきた男からスマートフォンを向けられたもの。,40歳位、小肥、身長160センチ位、黒髪坊主頭、黒色フード付きジャンパー、黒色ズボン、灰色ショルダーバッグ・黒色スマートフォン所持,松山市内走行中の電車内,松山市内走行中の電車内,0,lightred,,,,,,,,,,,,,,
324,松山東署管内,動画撮影,令和4年2月15日(火)午前7時ころ,松山市内を走行中の電車内,小学生女児3名が電車内にて、男からスマートフォンを向けられたもの。なお、小学生女児等のうち1名が、男のスマートフォン画面を覗き込んだところ、録画モードになっていた。,身長170センチ位、黒色短髪、灰色の服、黒色ズボン、スマートフォン所持,松山市内を走行中の電車内,松山市内を走行中の電車内,1,lightred,,,,,,,,,,,,,,
325,伊予署管内,声かけ,令和4年2月14日(月)午後3時05分ころ,伊予郡松前町大字神崎の路上,小学生男児が同級生3名と歩行中、徒歩の男から「今帰り?どこに住んでいるの?」と声を掛けられたもの。,50歳位、身長175センチ位、中肉、紺色長袖ジャージ様(黄色の横縞模様あり)、紺色ジャージ様長ズボン、紺色キャップ帽・灰色細い縁の眼鏡・白色軍手・黒色様運動靴着用、マスク・髭なし,伊予郡松前町大字神崎の,伊予郡松前町大字神崎,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38401.0,伊予郡松前町,イヨグンマサキチョウ,IYO GUN MASAKI CHO,大字神崎,,,,33.789132,132.741114
326,今治署管内,声かけ,令和4年2月12日(土)午後5時05分ころ,今治市南日吉町二丁目から同市常盤町七丁目までの路上,女子中学生が自転車で帰宅中、交差点にて徒歩の男から「キミ。」と声を掛けられ、無視すると、小走りで追いかけられたもの。,30歳位、中肉、身長170センチ位、黒色短髪、パーカー(胸部と袖が赤色、腹部が白色、左胸に英字のワンポイント付き)、帽子・眼鏡・マスクなし,今治市南日吉町二丁目から同市常盤町七丁目までの,今治市南日吉町二丁目から同市常盤町七丁目まで,0,green,,,,,,,,,,,,,,
327,松山西署管内,つきまとい,令和4年2月10日(木)午後4時ころ,松山市北斎院町の路上,小学生女児が移動中、徒歩の男から後をつけられたもの。,身長165~170センチ位、上下黒色ジャージ様の服、緑色のキャップ帽・黒色マスク着用、眼鏡なし,松山市北斎院町の,松山市北斎院町,2,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,北斎院町,キタサヤチョウ,KITASAYACHO,,33.839402,132.723636
328,松山東署管内,写真撮影,令和4年2月9日(水)午前7時05分ころ,松山市内を走行中の電車内,小学生女児が電車内に立っていたところ、近くに立つ男からスマートフォンを2~3分間向けられたもの。,40歳位、中肉、身長165~170センチ位、スポーツ刈りの黒髪、黒色ダウンジャケット、灰色長ズボン、白色マスク着用、カーキ色のショルダーバッグ(洗濯ばさみ様のものがついている)所持,松山市内を走行中の電車内,松山市内を走行中の電車内,2,lightred,,,,,,,,,,,,,,
329,西条署管内,声かけ,令和4年2月7日(月)午後4時ころ,西条市大町の路上,小学生男女児2名が歩行中、男から駐車場のフェンス越しに「わっ。」と驚かされた後、「チョコレートいらんか?」などと声を掛けられたもの。,60~70歳位、やせ型、身長160~170センチ位、白髪混じりの短髪、茶色様の服、黒色様野球帽、白色マスク着用,西条市大町の,西条市大町,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,大町,オオマチ,OMACHI,,33.911624,133.189252
330,西条署管内,声かけ,令和4年2月7日(月)午後4時ころ,西条市大町の路上,小学生男女児2名が歩行中、男から駐車場のフェンス越しに「わっ。」と驚かされた後、「チョコレートいらんか?」などと声を掛けられたもの。,60~70歳位、やせ型、身長160~170センチ位、白髪混じりの短髪、茶色様の服、黒色様野球帽、白色マスク着用,西条市大町の,西条市大町,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38206.0,西条市,サイジョウシ,SAIJO SHI,大町,オオマチ,OMACHI,福森,33.912953,133.188923
331,宇和島署管内,写真撮影等,令和4年2月6日(日)午後2時55分ころ,宇和島市法花津の路上,小学生男女数名が公園内で遊んでいたところ、内1名が徒歩で現れた男から集会所の使用方法などを尋ねられ、その後、路上から公園に向けてスマートフォンを構える男を目撃したもの。さらに、同男は、公園内で遊んでいた小学生女児を凝視しながら公園内を移動していた。,40~60歳位、中肉、身長170センチ位、黒色短髪、緑色パーカー、白色ウインドブレーカー、黒色様ズボン、白色不織布マスク着用、白色様スマートフォン所持,宇和島市法花津の,宇和島市法花津,0,写真撮影等,,,,,,,,,,,,,,
332,松山東署管内,声かけ,令和4年2月5日(土)午後6時20分ころ,松山市錦町の路上,女性が歩行中、後方から自転車で近づいてきた男から卑わいなことを言われた上、髪や首を触られたもの。,30~40歳位、やせ型、身長170センチ位、長くも短くもない黒髪、黒色ウインドブレーカー、灰色長ズボン、自転車利用(銀色、四角い前カゴ付き),松山市錦町の,松山市錦町,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,錦町,ニシキマチ,NISHIKIMACHI,,33.8377,132.77662
333,松山東署管内,声かけ,令和4年2月4日(金)午後5時30分ころ,松山市束本二丁目の路上,女子高校生2名が自転車で走行中、対向から自転車で近づいてきた男から「停まって、危ないやろ。」などと声をかけられた上、男が所持していたメモ帳に、執拗に名前を書くよう迫られたもの。,40~50歳位、小肥、身長160センチ位、黒髪坊主(禿げている)、上下黒地に赤色ラインのジャージ、眼鏡・マスクなし、ショルダーバッグ(水色ポーチ・白色メモ帳在中)所持、自転車利用(ママチャリ、前カゴあり),松山市束本二丁目の,松山市束本二丁目,0,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,束本二丁目,ツカモト 2,TSUKAMOTO 2,,33.827807,132.787221
334,松山東署管内,声かけ,令和4年2月4日(金)午後4時25分ころ,松山市和泉北一丁目の歩道橋上,小学生男女児数名が歩行中、歩道橋上にいた男から「〇〇のアニメ知ってる?」と声を掛けられたもの。小学生等が無視したところ、同男は別の小学生等にも声を掛けていた。,30歳位、中肉、身長165センチ位、青色ジャンパー、黒色ズボン、眉毛が濃い、青色と白色の縞柄リュックサック所持、カラフルな色のニット帽着用,松山市和泉北一丁目の歩道橋上,松山市和泉北一丁目の歩道橋上,0,green,,,,,,,,,,,,,,
335,西予署管内,つきまとい,令和4年2月3日(木)午後5時20分ころ,西予市宇和町皆田から同市野村町野村までの路上,女性が車で走行中、車両乗車の不審者から執拗に後方をつけられたもの。,自動車利用(白色、軽トラ),西予市宇和町皆田から同市野村町野村までの,西予市宇和町皆田から同市野村町野村まで,0,blue,,,,,,,,,,,,,,
336,松山東署管内,声かけ,令和4年2月3日(木)午後3時40分ころ,松山市六軒家町の路上,女性が自転車で走行中、対向から来た自転車乗車の男がすれ違いざまにマスクを外し、話しかけてきたもの。なお、言葉は聞き取れず。,中肉、こげ茶色ジャンパー、黒色長ズボン、自転車利用(黒色、ママチャリ様、前カゴ付き)、白色マスク着用,松山市六軒家町の,松山市六軒家町,1,green,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,六軒家町,ロッケンヤチョウ,ROKKENYACHO,,33.851253,132.752283
337,松山東署管内,身体露出,令和4年2月2日(水)午後6時30分ころ,松山市柳井町二丁目の路上,女子高校生が自転車にて進行中、対向から歩いてきた男に、無言で下半身を見せつけられたもの。,30~40歳位、身長170センチ位、中肉、黒色短髪、黒色様の膝丈ベンチコート様、黒色様のスラックス様、サラリーマン風、眼鏡着用、マスクなし,松山市柳井町二丁目の,松山市柳井町二丁目,0,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,柳井町二丁目,ヤナイマチ 2,YANAIMACHI 2,,33.833439,132.768265
338,松山東署管内,身体露出,令和4年2月2日(水)午後4時30分ころ,松山市桑原五丁目の路上,小学生女児が自転車を押しながら歩行中、後方から徒歩で追い越してきた男から声をかけられたうえ、下半身を見せつけられたもの。,中学生から高校生位、身長150センチ位、中肉、黒色短髪、上下黒色様の学生服様(金色ボタン付き)、たれ目、眼鏡・マスクなし,松山市桑原五丁目の,松山市桑原五丁目,2,orange,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,桑原五丁目,クワバラ 5,KUWABARA 5,,33.831876,132.791468
339,宇和島署管内,写真撮影,令和4年2月1日(火)午後5時20分ころ,宇和島市保手一丁目の路上,女子中学生が歩行中、対向からきた自転車乗車の男からすれ違いざまにスマートフォンを向けられたもの。女子中学生が振り返ったところ、男はその先で停車し、スマートフォンの画面を見ていた。,30~40歳位、やせ型、肩までの長さのボサボサ黒髪、黒色様上下服、暗色の自転車、スマートフォン(背面が赤色と黒色が混在したような色)所持,宇和島市保手一丁目の,宇和島市保手一丁目,0,lightred,38.0,愛媛県,エヒメケン,EHIME KEN,38203.0,宇和島市,ウワジマシ,UWAJIMA SHI,保手一丁目,ホデ 1,HODE 1,,33.214817,132.55443
340,四国中央署管内,つきまとい,令和4年2月1日(火)午後2時ころ,四国中央市三島中央二丁目から同市中曽根町までの路上,小学生女児が歩行中、男が電柱の陰に隠れながら後方をつけてきたもの。,小肥、上下黒色の服、サングラス・マスク着用,四国中央市三島中央二丁目から同市中曽根町までの,四国中央市三島中央二丁目から同市中曽根町まで,0,blue,,,,,,,,,,,,,,
341,今治署管内,つきまとい,令和4年1月29日(土)午後6時30分ころ,今治市北日吉町三丁目の路上,男子高校生が自転車で移動中、車に乗った男から後方をつきまとわれた上、パッシングをされたもの。,黒色普通車、後部座席にモニター設置,今治市北日吉町三丁目の,今治市北日吉町三丁目,0,blue,38.0,愛媛県,エヒメケン,EHIME KEN,38202.0,今治市,イマバリシ,IMABARI SHI,北日吉町三丁目,キタヒヨシチョウ 3,KITAHIYOSHICHO 3,,34.05937,132.985746
342,松山南署管内,凝視,令和4年1月28日(金)午後4時40分ころ,松山市平井町の路上,女子中学生が自転車で進行中、道路端に立ち、ズボンの上から片手で下半身を触る男から凝視されたもの。,35~45歳位、小肥、身長165センチ位、白髪混じりの黒色短髪、暗色の服、ジャージ様黒色長ズボン、黒色様の電子タバコ所持、帽子・眼鏡・マスクなし,松山市平井町の,松山市平井町,3,凝視,38.0,愛媛県,エヒメケン,EHIME KEN,38201.0,松山市,マツヤマシ,MATSUYAMA SHI,平井町,ヒライマチ,HIRAIMACHI,,33.824694,132.836156
343,八幡浜署管内,住居侵入,令和4年1月27日(木)午後8時ころ,西宇和郡伊方町川永田甲の一般住宅,女性が入浴中、外からガタガタと音が聞こえたため、同居の家族が確認すると、路地に隠れた男を発見したもの。男は家族に気がつくと立ち去っている。,不明,西宇和郡伊方町川永田甲の,西宇和郡伊方町川永田,0,darkred,38.0,愛媛県,エヒメケン,EHIME KEN,38442.0,西宇和郡伊方町,ニシウワグンイカタチョウ,NISHIUWA GUN IKATA CHO,川永田,カワナガタ,KAWANAGATA,,33.482139,132.335357
344,伊予署管内,不審者,令和4年1月27日(木)午前5時55分ころ,伊予郡松前町大字西高柳の建物敷地内,男がマンションに隣接する建物敷地内に立ち、マンションの出入口方向を見ていたもの。,上下黒色の服、猫背、黒色マスク着用、黒色帽子を着用していた可能性がある、眼鏡なし,伊予郡松前町大字西高柳の建物敷地内,伊予郡松前町大字西高柳の建物敷地内,0,purple,,,,,,,,,,,,,,
